"id","Gender","Event","Location","Year","Medal","Name","Nationality","Result "
"959","M","800M Men","Berlin","1936","B","Philip EDWARDS","CAN","01:53.6"
"960","M","800M Men","Amsterdam","1928","G","Douglas LOWE","GBR","01:51.8"
"961","M","800M Men","Amsterdam","1928","S","Erik BYLÃHN","SWE","01:52.8"
"962","M","800M Men","Amsterdam","1928","B","Hermann ENGELHARD","GER","01:53.2"
"963","M","800M Men","Antwerp","1920","G","Albert HILL","GBR","01:53.4"
"964","M","800M Men","Antwerp","1920","S","Earl EBY","USA","01:53.6"
"965","M","800M Men","Antwerp","1920","B","Bevil RUDD","RSA","01:54.0"
"966","M","800M Men","London","1908","G","Melvin SHEPPARD","USA","01:52.8"
"967","M","800M Men","London","1908","S","Emilio LUNGHI","ITA","01:54.2"
"968","M","800M Men","London","1908","B","Hanns BRAUN","GER","01:55.2"
"969","M","800M Men","Paris","1900","G","Alfred TYSOE","GBR","02:01.2"
"970","M","800M Men","Paris","1900","S","John CREGAN","USA","02:01.6"
"971","M","800M Men","Paris","1900","B","David HALL","USA","None"
"972","M","800M Men","London","2012","G","David Lekuta RUDISHA","KEN","01:40.9"
"973","M","800M Men","London","2012","S","Nijel AMOS","BOT","01:41.7"
"974","M","800M Men","London","2012","B","Timothy KITUM","KEN","01:42.5"
"975","M","800M Men","Athens","2004","G","Yuriy BORZAKOVSKIY","RUS","01:44.5"
"976","M","800M Men","Athens","2004","S","Mbulaeni MULAUDZI","RSA","01:44.6"
"977","M","800M Men","Athens","2004","B","Wilson KIPKETER","DEN","01:44.7"
"978","M","800M Men","Atlanta","1996","G","VebjÃ¸rn RODAL","NOR","01:42.6"
"979","M","800M Men","Atlanta","1996","S","Hezekiel SEPENG","RSA","01:42.7"
"980","M","800M Men","Atlanta","1996","B","Fred ONYANCHA","KEN","01:42.8"
"981","M","800M Men","Moscow","1980","G","Steve OVETT","GBR","01:45.4"
"982","M","800M Men","Moscow","1980","S","Sebastian COE","GBR","01:45.9"
"983","M","800M Men","Moscow","1980","B","Nikolai KIROV","URS","01:46.0"
"984","M","800M Men","Munich","1972","G","David James WOTTLE","USA","01:45.9"
"985","M","800M Men","Munich","1972","S","Yevgeni ARZHANOV","URS","01:45.9"
"986","M","800M Men","Munich","1972","B","Mike BOIT","KEN","01:46.0"
"987","M","800M Men","Tokyo","1964","G","Peter SNELL","NZL","01:45.1"
"988","M","800M Men","Tokyo","1964","S","William CROTHERS","CAN","01:45.6"
"989","M","800M Men","Tokyo","1964","B","Wilson KIPRUGUT","KEN","01:45.9"
"990","M","800M Men","Melbourne / Stockholm","1956","G","Thomas COURTNEY","USA","01:47.7"
"991","M","800M Men","Melbourne / Stockholm","1956","S","Derek JOHNSON","GBR","01:47.8"
"992","M","800M Men","Melbourne / Stockholm","1956","B","Audun BOYSEN","NOR","01:48.1"
"993","M","800M Men","London","1948","G","Mal WHITFIELD","USA","01:49.2"
"994","M","800M Men","London","1948","S","Arthur WINT","JAM","01:49.5"
"995","M","800M Men","London","1948","B","Marcel HANSENNE","FRA","01:49.8"
"996","M","800M Men","Los Angeles","1932","G","Thomas HAMPSON","GBR","01:49.8"
"997","M","800M Men","Los Angeles","1932","S","Alex WILSON","CAN","01:49.9"
"998","M","800M Men","Los Angeles","1932","B","Philip EDWARDS","CAN","None"
"999","M","800M Men","Paris","1924","G","Douglas LOWE","GBR","01:52.4"
"1000","M","800M Men","Paris","1924","S","Paul MARTIN","SUI","01:52.6"
"1001","M","800M Men","Paris","1924","B","Schuyler ENCK","USA","01:53.0"
"1002","M","800M Men","Stockholm","1912","G","James Edwin MEREDITH","USA","01:51.9"
"1003","M","800M Men","Stockholm","1912","S","Melvin SHEPPARD","USA","01:52.0"
"1004","M","800M Men","Stockholm","1912","B","Ira DAVENPORT","USA","01:52.0"
"1005","M","800M Men","St Louis","1904","G","James LIGHTBODY","USA","01:56.0"
"1006","M","800M Men","St Louis","1904","S","Howard VALENTINE","USA","01:56.3"
"1007","M","800M Men","St Louis","1904","B","Emil BREITKREUTZ","USA","01:56.4"
"1008","M","800M Men","Athens","1896","G","Edwin FLACK","AUS","02:11.0"
"1009","M","800M Men","Athens","1896","S","NÃ¡ndor DÃNI","HUN","02:11.8"
"1010","M","800M Men","Athens","1896","B","Dimitrios GOLEMIS","GRE","02:28.0"
"1011","M","Decathlon Men","Rio","2016","G","Ashton EATON","USA","8893"
"1012","M","Decathlon Men","Rio","2016","S","Kevin MAYER","FRA","8834"
"1013","M","Decathlon Men","Rio","2016","B","Damian WARNER","CAN","8666"
"1014","M","Decathlon Men","Beijing","2008","G","Bryan CLAY","USA","8791"
"1015","M","Decathlon Men","Beijing","2008","S","Andrei KRAUCHANKA","BLR","8551"
"1016","M","Decathlon Men","Beijing","2008","B","Leonel SUAREZ","CUB","8527"
"1017","M","Decathlon Men","Sydney","2000","G","Erki NOOL","EST","8641"
"1018","M","Decathlon Men","Sydney","2000","S","Roman SEBRLE","CZE","8606"
"1019","M","Decathlon Men","Sydney","2000","B","Chris HUFFINS","USA","8595"
"1020","M","Decathlon Men","Barcelona","1992","G","Robert ZMELÃK","TCH","8611"
"1021","M","Decathlon Men","Barcelona","1992","S","Antonio PENALVER ASENSIO","ESP","8412"
"1022","M","Decathlon Men","Barcelona","1992","B","Dave JOHNSON","USA","8309"
"1023","M","Decathlon Men","Los Angeles","1984","G","Daley THOMPSON","GBR","8798"
"1024","M","Decathlon Men","Los Angeles","1984","S","JÃ¼rgen HINGSEN","FRG","8673"
"1025","M","Decathlon Men","Los Angeles","1984","B","Siegfried WENTZ","FRG","8412"
"1026","M","Decathlon Men","Montreal","1976","G","Bruce JENNER","USA","8618"
"1027","M","Decathlon Men","Montreal","1976","S","Guido KRATSCHMER","FRG","8411"
"1028","M","Decathlon Men","Montreal","1976","B","Nikolay AVILOV","URS","8369"
"1029","M","Decathlon Men","Mexico","1968","G","Bill TOOMEY","USA","8193"
"1030","M","Decathlon Men","Mexico","1968","S","Hans-Joachim WALDE","FRG","8111"
"1031","M","Decathlon Men","Mexico","1968","B","Kurt BENDLIN","FRG","8064"
"1032","M","Decathlon Men","Rome","1960","G","Rafer JOHNSON","USA","8392"
"1033","M","Decathlon Men","Rome","1960","S","Chuan-Kwang YANG","TPE","8334"
"1034","M","Decathlon Men","Rome","1960","B","Vasily KUZNETSOV","URS","7809"
"1035","M","Decathlon Men","Helsinki","1952","G","Bob MATHIAS","USA","7887"
"1036","M","Decathlon Men","Helsinki","1952","S","Milton Gray CAMPBELL","USA","6975"
"1037","M","Decathlon Men","Helsinki","1952","B","Floyd SIMMONS","USA","6788"
"1038","M","Decathlon Men","Berlin","1936","G","Glenn MORRIS","USA","7900"
"1039","M","Decathlon Men","Berlin","1936","S","Robert Hyatt CLARK","USA","7601"
"1040","M","Decathlon Men","Berlin","1936","B","Jack PARKER","USA","7275"
"1041","M","Decathlon Men","Amsterdam","1928","G","Paavo YRJÃLÃ","FIN","8053.29  P."
"1042","M","Decathlon Men","Amsterdam","1928","S","Aki JÃRVINEN","FIN","7931.50  P."
"1043","M","Decathlon Men","Amsterdam","1928","B","John Kenneth DOHERTY","USA","7706.65  P."
"1044","M","Decathlon Men","Antwerp","1920","G","Helge LÃVLAND","NOR","6803.355"
"1045","M","Decathlon Men","Antwerp","1920","S","Brutus HAMILTON","USA","6771.085"
"1046","M","Decathlon Men","Antwerp","1920","B","Bertil OHLSON","SWE","6580.03"
"1047","M","Decathlon Men","St Louis","1904","G","Thomas Francis KIELY","GBR","6036 P."
"1048","M","Decathlon Men","St Louis","1904","S","Adam GUNN","USA","5907 P."
"1049","M","Decathlon Men","St Louis","1904","B","Truxtun HARE","USA","5813 P."
"1050","M","Decathlon Men","London","2012","G","Ashton EATON","USA","8869"
"1051","M","Decathlon Men","London","2012","S","Trey HARDEE","USA","8671"
"1052","M","Decathlon Men","London","2012","B","Leonel SUAREZ","CUB","8523"
"1053","M","Decathlon Men","Athens","2004","G","Roman SEBRLE","CZE","8893"
"1054","M","Decathlon Men","Athens","2004","S","Bryan CLAY","USA","8820"
"1055","M","Decathlon Men","Athens","2004","B","Dmitriy KARPOV","KAZ","8725"
"1056","M","Decathlon Men","Atlanta","1996","G","Dan O'BRIEN","USA","8824"
"1057","M","Decathlon Men","Atlanta","1996","S","Frank BUSEMANN","GER","8706"
"1058","M","Decathlon Men","Atlanta","1996","B","TomÃ¡? DVORÃK","CZE","8664"
"1059","M","Decathlon Men","Seoul","1988","G","Christian SCHENK","GDR","8488"
"1060","M","Decathlon Men","Seoul","1988","S","Torsten VOSS","GDR","8399"
"1061","M","Decathlon Men","Seoul","1988","B","Dave STEEN","CAN","8328"
"1062","M","Decathlon Men","Moscow","1980","G","Daley THOMPSON","GBR","8495"
"1063","M","Decathlon Men","Moscow","1980","S","Yuri KUTSENKO","URS","8331"
"1064","M","Decathlon Men","Moscow","1980","B","Sergei ZHELANOV","URS","8135"
"1065","M","Decathlon Men","Munich","1972","G","Nikolay AVILOV","URS","8454"
"1066","M","Decathlon Men","Munich","1972","S","Leonid LITVINENKO","URS","8035"
"1067","M","Decathlon Men","Munich","1972","B","Ryszard KATUS","POL","7984"
"1068","M","Decathlon Men","Tokyo","1964","G","Willi HOLDORF","EUA","7887"
"1069","M","Decathlon Men","Tokyo","1964","S","Rein AUN","URS","7842"
"1070","M","Decathlon Men","Tokyo","1964","B","Hans-Joachim WALDE","EUA","7809"
"1071","M","Decathlon Men","Melbourne / Stockholm","1956","G","Milton Gray CAMPBELL","USA","7937"
"1072","M","Decathlon Men","Melbourne / Stockholm","1956","S","Rafer JOHNSON","USA","7587"
"1073","M","Decathlon Men","Melbourne / Stockholm","1956","B","Vasily KUZNETSOV","URS","7465"
"1074","M","Decathlon Men","London","1948","G","Bob MATHIAS","USA","7139"
"1075","M","Decathlon Men","London","1948","S","Ignace HEINRICH","FRA","6974"
"1076","M","Decathlon Men","London","1948","B","Floyd SIMMONS","USA","6950"
"1077","M","Decathlon Men","Los Angeles","1932","G","Jim BAUSCH","USA","8462.235"
"1078","M","Decathlon Men","Los Angeles","1932","S","Aki JÃRVINEN","FIN","8292.48"
"1079","M","Decathlon Men","Los Angeles","1932","B","Wolrad EBERLE","GER","8030.805"
"1080","M","Decathlon Men","Paris","1924","G","Harold OSBORN","USA","7740.775 P."
"1081","M","Decathlon Men","Paris","1924","S","Emerson NORTON","USA","7350.895 P."
"1082","M","Decathlon Men","Paris","1924","B","Alexander KLUMBERG-KOLMPERE","EST","7329.33 P."
"1083","M","Decathlon Men","Stockholm","1912","G","Hugo WIESLANDER","SWE","7724.495 P."
"1084","M","Decathlon Men","Stockholm","1912","G","Jim THORPE","USA","8412.955"
"1085","M","Decathlon Men","Stockholm","1912","S","Charles LOMBERG","SWE","7413.510 P."
"1086","M","Decathlon Men","Stockholm","1912","B","GÃ¶sta HOLMER","SWE","7347.855 P."
"1087","M","Discus Throw Men","Rio","2016","G","Christoph HARTING","GER","68.37"
"1088","M","Discus Throw Men","Rio","2016","S","Piotr MALACHOWSKI","POL","67.55"
"1089","M","Discus Throw Men","Rio","2016","B","Daniel JASINSKI","GER","67.05"
"1090","M","Discus Throw Men","Beijing","2008","G","Gerd KANTER","EST","68.82"
"1091","M","Discus Throw Men","Beijing","2008","S","Piotr MALACHOWSKI","POL","67.82"
"1092","M","Discus Throw Men","Beijing","2008","B","Virgilijus ALEKNA","LTU","67.79"
"1093","M","Discus Throw Men","Sydney","2000","G","Virgilijus ALEKNA","LTU","69.3"
"1094","M","Discus Throw Men","Sydney","2000","S","Lars RIEDEL","GER","68.5"
"1095","M","Discus Throw Men","Sydney","2000","B","Frantz KRUGER","RSA","68.19"
"1096","M","Discus Throw Men","Barcelona","1992","G","Romas UBARTAS","LTU","65.12"
"1097","M","Discus Throw Men","Barcelona","1992","S","JÃ¼rgen SCHULT","GER","64.94"
"1098","M","Discus Throw Men","Barcelona","1992","B","Roberto MOYA","CUB","64.12"
"1099","M","Discus Throw Men","Los Angeles","1984","G","Rolf DANNEBERG","FRG","66.6"
"1100","M","Discus Throw Men","Los Angeles","1984","S","Mac WILKINS","USA","66.3"
"1101","M","Discus Throw Men","Los Angeles","1984","B","John POWELL","USA","65.46"
"1102","M","Discus Throw Men","Montreal","1976","G","Mac WILKINS","USA","67.5"
"1103","M","Discus Throw Men","Montreal","1976","S","Wolfgang SCHMIDT","GDR","66.22"
"1104","M","Discus Throw Men","Montreal","1976","B","John POWELL","USA","65.7"
"1105","M","Discus Throw Men","Mexico","1968","G","Al OERTER","USA","64.78"
"1106","M","Discus Throw Men","Mexico","1968","S","Lothar MILDE","GDR","63.08"
"1107","M","Discus Throw Men","Mexico","1968","B","LudvÃ­k DANEK","TCH","62.92"
"1108","M","Discus Throw Men","Rome","1960","G","Al OERTER","USA","59.18"
"1109","M","Discus Throw Men","Rome","1960","S","Rink BABKA","USA","58.02"
"1110","M","Discus Throw Men","Rome","1960","B","Richard COCHRAN","USA","57.16"
"1111","M","Discus Throw Men","Helsinki","1952","G","Sim INESS","USA","55.03"
"1112","M","Discus Throw Men","Helsinki","1952","S","Adolfo CONSOLINI","ITA","53.78"
"1113","M","Discus Throw Men","Helsinki","1952","B","James DILLION","USA","53.28"
"1114","M","Discus Throw Men","London","1908","G","Martin SHERIDAN","USA","40.89"
"1115","M","Discus Throw Men","London","1908","S","Merritt GIFFIN","USA","40.7"
"1116","M","Discus Throw Men","London","1908","B","Marquis Franklin HORR","USA","39.45"
"1117","M","Discus Throw Men","London","2012","G","Robert HARTING","GER","68.27"
"1118","M","Discus Throw Men","London","2012","S","Ehsan HADADI","IRI","68.18"
"1119","M","Discus Throw Men","London","2012","B","Gerd KANTER","EST","68.03"
"1120","M","Discus Throw Men","Athens","2004","G","Virgilijus ALEKNA","LTU","69.89"
"1121","M","Discus Throw Men","Athens","2004","S","Zoltan KOVAGO","HUN","67.04"
"1122","M","Discus Throw Men","Athens","2004","B","Aleksander TAMMERT","EST","66.66"
"1123","M","Discus Throw Men","Atlanta","1996","G","Lars RIEDEL","GER","69.4"
"1124","M","Discus Throw Men","Atlanta","1996","S","Vladimir DUBROVSHCHIK","BLR","66.6"
"1125","M","Discus Throw Men","Atlanta","1996","B","Vasiliy KAPTYUKH","BLR","65.8"
"1126","M","Discus Throw Men","Moscow","1980","G","Viktor RASHCHUPKIN","URS","66.64"
"1127","M","Discus Throw Men","Moscow","1980","S","Imrich BUGÃR","TCH","66.38"
"1128","M","Discus Throw Men","Moscow","1980","B","Luis DELIS","CUB","66.32"
"1129","M","Discus Throw Men","Tokyo","1964","G","Al OERTER","USA","61"
"1130","M","Discus Throw Men","Tokyo","1964","S","LudvÃ­k DANEK","TCH","60.52"
"1131","M","Discus Throw Men","Tokyo","1964","B","David Lawson WEILL","USA","59.49"
"1132","M","Discus Throw Men","Los Angeles","1932","G","John ANDERSON","USA","49.49"
"1133","M","Discus Throw Men","Los Angeles","1932","S","Henri LABORDE","USA","48.47"
"1134","M","Discus Throw Men","Los Angeles","1932","B","Paul WINTER","FRA","47.85"
"1135","M","Discus Throw Men","Paris","1924","G","Bud HOUSER","USA","46.155"
"1136","M","Discus Throw Men","Paris","1924","S","Vilho Aleksander NIITTYMAA","FIN","44.95"
"1137","M","Discus Throw Men","Paris","1924","B","Thomas LIEB","USA","44.83"
"1138","M","Discus Throw Men","Stockholm","1912","G","Armas TAIPALE","FIN","45.21"
"1139","M","Discus Throw Men","Stockholm","1912","S","Richard Leslie BYRD","USA","42.32"
"1140","M","Discus Throw Men","Stockholm","1912","B","James DUNCAN","USA","42.28"
"1141","M","Discus Throw Men","St Louis","1904","G","Martin SHERIDAN","USA","39.28"
"1142","M","Discus Throw Men","St Louis","1904","S","Ralph ROSE","USA","39.28"
"1143","M","Discus Throw Men","St Louis","1904","B","Nikolaos GEORGANTAS","GRE","37.68"
"1144","M","Discus Throw Men","Athens","1896","G","Robert GARRETT","USA","29.15"
"1145","M","Discus Throw Men","Athens","1896","S","Panagiotis PARASKEVOPOULOS","GRE","28.95"
"1146","M","Discus Throw Men","Athens","1896","B","Sotirios VERSIS","GRE","28.78"
"1147","M","Hammer Throw Men","Rio","2016","G","Dilshod NAZAROV","TJK","78.68"
"1148","M","Hammer Throw Men","Rio","2016","S","Ivan TSIKHAN","BLR","77.79"
"1149","M","Hammer Throw Men","Rio","2016","B","Wojciech NOWICKI","POL","77.73"
"1150","M","Hammer Throw Men","Beijing","2008","G","Primoz KOZMUS","SLO","82.02"
"1151","M","Hammer Throw Men","Beijing","2008","S","Vadim DEVYATOVSKIY","BLR","81.61"
"1152","M","Hammer Throw Men","Beijing","2008","B","Ivan TSIKHAN","BLR","81.51"
"1153","M","Hammer Throw Men","Sydney","2000","G","Szymon ZIOLKOWSKI","POL","80.02"
"1154","M","Hammer Throw Men","Sydney","2000","S","Nicola VIZZONI","ITA","79.64"
"1155","M","Hammer Throw Men","Sydney","2000","B","Igor ASTAPKOVICH","BLR","79.17"
"1156","M","Hammer Throw Men","Barcelona","1992","G","Andrey ABDUVALIEV","EUN","82.54"
"1157","M","Hammer Throw Men","Barcelona","1992","S","Igor ASTAPKOVICH","EUN","81.96"
"1158","M","Hammer Throw Men","Barcelona","1992","B","Igor NIKULIN","EUN","81.38"
"1159","M","Hammer Throw Men","Montreal","1976","G","Yuri SEDYKH","URS","77.52"
"1160","M","Hammer Throw Men","Montreal","1976","S","Aleksei SPIRIDONOV","URS","76.08"
"1161","M","Hammer Throw Men","Montreal","1976","B","Anatoli BONDARCHUK","URS","75.48"
"1162","M","Hammer Throw Men","Rome","1960","G","Vasili RUDENKOV","URS","67.1"
"1163","M","Hammer Throw Men","Rome","1960","S","Gyula ZSIVÃTZKY","HUN","65.79"
"1164","M","Hammer Throw Men","Rome","1960","B","Tadeusz RUT","POL","65.64"
"1165","M","Hammer Throw Men","Helsinki","1952","G","JÃ³zsef CSERMÃK","HUN","60.34"
"1166","M","Hammer Throw Men","Helsinki","1952","S","Karl STORCH","GER","58.86"
"1167","M","Hammer Throw Men","Helsinki","1952","B","Imre NÃMETH","HUN","57.74"
"1168","M","Hammer Throw Men","London","1908","G","John FLANAGAN","USA","51.92"
"1169","M","Hammer Throw Men","London","1908","S","Matt MCGRATH","USA","51.18"
"1170","M","Hammer Throw Men","London","1908","B","Cornelius WALSH","CAN","48.51"
"1171","M","Hammer Throw Men","Paris","1900","G","John FLANAGAN","USA","51.01"
"1172","M","Hammer Throw Men","Paris","1900","S","Truxtun HARE","USA","46.26"
"1173","M","Hammer Throw Men","Paris","1900","B","Josiah MCCRACKEN","USA","43.58"
"1174","M","Hammer Throw Men","London","2012","G","Krisztian PARS","HUN","80.59"
"1175","M","Hammer Throw Men","London","2012","S","Primoz KOZMUS","SLO","79.36"
"1176","M","Hammer Throw Men","London","2012","B","Koji MUROFUSHI","JPN","78.71"
"1177","M","Hammer Throw Men","Athens","2004","G","Koji MUROFUSHI","JPN","82.91"
"1178","M","Hammer Throw Men","Athens","2004","B","Esref APAK","TUR","79.51"
"1179","M","Hammer Throw Men","Atlanta","1996","G","BalÃ¡zs KISS","HUN","81.24"
"1180","M","Hammer Throw Men","Atlanta","1996","S","Lance Earl DEAL","USA","81.12"
"1181","M","Hammer Throw Men","Atlanta","1996","B","Oleksiy KRYKUN","UKR","80.02"
"1182","M","Hammer Throw Men","Atlanta","1996","B","Oleksandr KRYKUN","UKR","80.02"
"1183","M","Hammer Throw Men","Moscow","1980","G","Yuri SEDYKH","URS","81.8"
"1184","M","Hammer Throw Men","Moscow","1980","S","Sergey LITVINOV","URS","80.64"
"1185","M","Hammer Throw Men","Moscow","1980","B","Yuri TAMM","URS","78.96"
"1186","M","Hammer Throw Men","Tokyo","1964","G","Romuald KLIM","URS","69.74"
"1187","M","Hammer Throw Men","Tokyo","1964","S","Gyula ZSIVÃTZKY","HUN","69.09"
"1188","M","Hammer Throw Men","Tokyo","1964","B","Uwe BEYER","EUA","68.09"
"1189","M","Hammer Throw Men","Los Angeles","1932","G","Patrick O'CALLAGHAN","IRL","53.92"
"1190","M","Hammer Throw Men","Los Angeles","1932","S","Ville PÃRHÃLÃ","FIN","52.27"
